issn,title,sjr_quartile,sjr_score
1211-555X,"Scientific Papers of the University of Pardubice, Series D: Faculty of Economics and Administration",Q3,0.265
1743-4645,Security Journal,Q2,0.402
0955-1662,Security Journal,Q2,0.402
1452-4864,Serbian Journal of Management,Q3,0.238
2217-7159,Serbian Journal of Management,Q3,0.238
1862-8508,Service Business,Q1,1.093
1862-8516,Service Business,Q1,1.093
1743-9507,Service Industries Journal,Q1,2.033
0264-2069,Service Industries Journal,Q1,2.033
1863-2386,Service Oriented Computing and Applications,Q2,0.361
1863-2394,Service Oriented Computing and Applications,Q2,0.361
2164-3970,Service Science,Q1,0.859
2164-3962,Service Science,Q1,0.859
1533-2977,Services Marketing Quarterly,Q3,0.371
1533-2969,Services Marketing Quarterly,Q3,0.371
1533-9211,Seybold Report,Q4,0.111
2405-8718,She Ji,Q1,0.681
2405-8726,She Ji,Q1,0.681
1552-826X,Simulation and Gaming,Q2,0.496
1046-8781,Simulation and Gaming,Q2,0.496
0393-5108,Sinergie,Q3,0.251
1573-0913,Small Business Economics,Q1,3.025
0921-898X,Small Business Economics,Q1,3.025
1175-0979,Small Enterprise Research,Q1,0.62
1321-5906,Small Enterprise Research,Q1,0.62
1750-8533,Social Enterprise Journal,Q1,0.732
1750-8614,Social Enterprise Journal,Q1,0.732
1539-4093,Social Marketing Quarterly,Q2,0.608
1524-5004,Social Marketing Quarterly,Q2,0.608
1758-857X,Social Responsibility Journal,Q1,0.899
1747-1117,Social Responsibility Journal,Q1,0.899
0969-160X,Social and Environmental Accountability Journal,Q3,0.448
2156-2245,Social and Environmental Accountability Journal,Q3,0.448
1746-5680,Society and Business Review,Q1,0.973
1746-5699,Society and Business Review,Q1,0.973
1588-970X,Society and Economy,Q3,0.26
1588-9726,Society and Economy,Q3,0.26
0038-0121,Socio-Economic Planning Sciences,Q1,1.326
0392-5048,Sociologia del Lavoro,Q3,0.186
1989-8487,Sociologia y Tecnociencia,Q3,0.266
0038-0296,Sociologie du Travail,Q4,0.128
2376-3981,South African Journal of Accounting Research,Q3,0.263
1029-1954,South African Journal of Accounting Research,Q3,0.263
2078-5585,South African Journal of Business Management,Q3,0.284
2078-5976,South African Journal of Business Management,Q3,0.284
2222-3436,South African Journal of Economic and Management Sciences,Q2,0.353
1015-8812,South African Journal of Economic and Management Sciences,Q2,0.353
2398-628X,South Asian Journal of Business Studies,Q1,0.656
2398-6298,South Asian Journal of Business Studies,Q1,0.656
2321-0303,South Asian Journal of Business and Management Cases,Q3,0.255
2277-9779,South Asian Journal of Business and Management Cases,Q3,0.255
2322-0937,South Asian Journal of Human Resources Management,Q3,0.44
2349-5790,South Asian Journal of Human Resources Management,Q3,0.44
1840-118X,South East European Journal of Economics and Business,Q2,0.282
2286-8984,Southeast Asian Journal of Economics,Q3,0.18
2465-5120,Southeast Asian Journal of Economics,Q3,0.18
2522-7343,Southern African Journal of Entrepreneurship and Small Business Management,Q3,0.226
2071-3185,Southern African Journal of Entrepreneurship and Small Business Management,Q3,0.226
1206-3312,Space and Culture,Q1,0.502
2444-9709,Spanish Journal of Marketing - ESIC,Q2,1.11
2444-9695,Spanish Journal of Marketing - ESIC,Q2,1.11
2587-5957,Spatial Economics,Q3,0.224
1815-9834,Spatial Economics,Q3,0.224
2163-2367,Sport Management Education Journal,Q2,0.42
1938-6974,Sport Management Education Journal,Q2,0.42
1441-3523,Sport Management Review,Q1,1.614
1557-2528,Sport Marketing Quarterly,Q1,1.334
1061-6934,Sport Marketing Quarterly,Q1,1.334
1451-7485,Sport Mont,Q3,0.251
2337-0351,Sport Mont,Q3,0.251
2657-4322,Sport i Turystyka,Q2,0.15
2545-3211,Sport i Turystyka,Q2,0.15
2042-6798,"Sport, Business and Management: An International Journal",Q2,0.576
2042-678X,"Sport, Business and Management: An International Journal",Q2,0.576
2164-0637,Sports Coaching Review,Q1,1.191
2164-0629,Sports Coaching Review,Q1,1.191
2198-7246,Springer Proceedings in Business and Economics,-,0.165
2198-7254,Springer Proceedings in Business and Economics,-,0.165
1874-7655,Statistical Journal of the IAOS,Q3,0.251
1086-1718,Strategic Change,Q1,1.253
1099-1697,Strategic Change,Q1,1.253
0258-0543,Strategic Direction,Q4,0.105
1932-4391,Strategic Entrepreneurship Journal,Q1,3.37
1932-443X,Strategic Entrepreneurship Journal,Q1,3.37
1097-0266,Strategic Management Journal,Q1,10.176
0143-2095,Strategic Management Journal,Q1,10.176
1741-315X,Strategic Organization,Q1,5.21
1476-1270,Strategic Organization,Q1,5.21
2333-2077,Strategy Science,Q1,3.806
2333-2050,Strategy Science,Q1,3.806
1087-8572,Strategy and Leadership,Q4,0.162
2570-8783,Studia Sportiva,Q4,0.176
1802-7679,Studia Sportiva,Q4,0.176
1584-2339,"Studia Universitatis Vasile Goldis Arad, Economics Series",Q4,0.194
2285-3065,"Studia Universitatis Vasile Goldis Arad, Economics Series",Q4,0.194
2344-5416,Studies in Business and Economics,Q3,0.24
1842-4120,Studies in Business and Economics,Q3,0.24
1388-0373,Studies in Corpus Linguistics,Q4,0.108
2364-4885,Stuttgarter Symposium fur Produktentwicklung,-,0.124
2215-910X,Suma de Negocios,Q4,0.125
2027-5692,Suma de Negocios,Q4,0.125
1624-6039,Supply Chain Forum,Q1,0.951
1625-8312,Supply Chain Forum,Q1,0.951
1359-8546,Supply Chain Management,Q1,2.117
2651-088X,Suranaree Journal of Social Science,Q3,0.114
2040-8021,"Sustainability Accounting, Management and Policy Journal",Q1,1.449
2040-803X,"Sustainability Accounting, Management and Policy Journal",Q1,1.449
2666-1888,Sustainable Futures,Q1,0.923
1099-1727,System Dynamics Review,Q1,0.804
0883-7066,System Dynamics Review,Q1,0.804
2657-5450,System Safety: Human - Technical Facility - Environment,-,0.165
1260-4984,Systemes d'Information et Management,Q3,0.251
2271-7188,Systemes d'Information et Management,Q3,0.251
1094-429X,Systemic Practice and Action Research,Q3,0.415
1573-9295,Systemic Practice and Action Research,Q3,0.415
1099-1743,Systems Research and Behavioral Science,Q2,0.465
1092-7026,Systems Research and Behavioral Science,Q2,0.465
2217-8309,TEM Journal,Q3,0.242
2217-8333,TEM Journal,Q3,0.242
1754-2731,TQM Journal,Q1,0.87
1027-4979,Tamkang Journal of International Affairs,Q4,0.104
2676-6159,Tasmimgiri va Tahqiq dar Amaliyyat,Q4,0.164
2538-5097,Tasmimgiri va Tahqiq dar Amaliyyat,Q4,0.164
1352-7592,Team Performance Management,Q2,0.557
1659-2395,Tec Empresarial,Q3,0.319
1659-3359,Tec Empresarial,Q3,0.319
0323-3243,Technische Textilien,Q4,0.1
0040-1625,Technological Forecasting and Social Change,Q1,3.472
2754-1320,Technological Sustainability,Q2,0.531
2754-1312,Technological Sustainability,Q2,0.531
1465-3990,Technology Analysis and Strategic Management,Q2,0.794
0953-7325,Technology Analysis and Strategic Management,Q2,0.794
1927-0321,Technology Innovation Management Review,Q2,0.537
0160-791X,Technology in Society,Q1,2.559
0166-4972,Technovation,Q1,3.308
1848-5588,Tehnicki Glasnik,Q3,0.219
1846-6168,Tehnicki Glasnik,Q3,0.219
0351-3386,Tekstilec,Q3,0.28
2350-3696,Tekstilec,Q3,0.28
0308-5961,Telecommunications Policy,Q1,1.728
1358-3883,Tertiary Education and Management,Q2,0.626
0040-4861,Textil-Revue,Q4,0.102
1743-2952,Textile History,Q3,0.108
0040-4969,Textile History,Q3,0.108
0268-4764,Textile Outlook International,Q4,0.1
0195-0118,Textile Rental,Q4,0.1
1384-5306,Textile View Magazine,Q4,0.101
1872-6127,Textile View2 Magazine,Q4,0.103
0040-5213,Textile World,Q4,0.102
0306-0748,Textiles,Q1,1.137
2673-7248,Textiles,Q1,1.137
1354-5981,Textiles Eastern Europe,Q4,0.104
1743-3231,Textiles South East Asia,Q4,0.104
0040-5205,Textiles Trends,Q4,0.133
1096-4762,Thunderbird International Business Review,Q1,0.562
1478-3363,Total Quality Management and Business Excellence,Q1,0.966
1478-3371,Total Quality Management and Business Excellence,Q1,0.966
1849-1545,Tourism,Q3,0.305
1332-7461,Tourism,Q3,0.305
1083-5423,Tourism Analysis,Q3,0.324
1943-3999,Tourism Analysis,Q3,0.324
2044-0375,Tourism Economics,Q1,1.033
1354-8166,Tourism Economics,Q1,1.033
1470-1340,Tourism Geographies,Q1,1.356
1461-6688,Tourism Geographies,Q1,1.356
0261-5177,Tourism Management,Q1,4.146
1879-3193,Tourism Management,Q1,4.146
2211-9736,Tourism Management Perspectives,Q1,1.87
2156-8324,Tourism Planning and Development,Q1,0.746
2156-8316,Tourism Planning and Development,Q1,0.746
0250-8281,Tourism Recreation Research,Q1,1.036
2320-0308,Tourism Recreation Research,Q1,1.036
1759-8451,Tourism Review,Q1,1.887
1660-5373,Tourism Review,Q1,1.887
1544-2721,Tourism Review International,Q3,0.318
1943-4421,Tourism Review International,Q3,0.318
2673-5768,Tourism and Hospitality,Q2,0.449
1330-7533,Tourism and Hospitality Management,Q3,0.322
1847-3377,Tourism and Hospitality Management,Q3,0.322
1467-3584,Tourism and Hospitality Research,Q1,0.72
1742-9692,Tourism and Hospitality Research,Q1,0.72
2182-8466,Tourism and Management Studies,Q1,0.541
2182-8458,Tourism and Management Studies,Q1,0.541
1544-273X,Tourism in Marine Environments,Q3,0.198
1098-304X,"Tourism, Culture and Communication",Q2,0.236
1741-3206,Tourist Studies,Q2,0.833
1468-7976,Tourist Studies,Q2,0.833
1024-2589,Transfer,Q1,1.191
1996-7284,Transfer,Q1,1.191
1648-4460,Transformations in Business and Economics,Q2,0.262
1014-9562,Transnational Corporations,Q2,0.393
1918-6444,Transnational Corporations Review,Q2,0.435
1925-2099,Transnational Corporations Review,Q2,0.435
2041-4684,Transnational Marketing Journal,Q3,0.239
2041-4692,Transnational Marketing Journal,Q3,0.239
0965-8564,Transportation Research Part A: Policy and Practice,Q1,2.124
1366-5545,Transportation Research Part E: Logistics and Transportation Review,Q1,2.513
1842-2845,Transylvanian Review of Administrative Sciences,Q3,0.271
0041-1868,Travail Humain,Q4,0.129
0224-4365,Travail et Emploi,Q4,0.104
1294-6303,"Travail, Genre et Societes",Q3,0.153
2197-1927,Triple Helix,Q2,0.404
2386-3137,Tuning Journal for Higher Education,Q3,0.25
2340-8170,Tuning Journal for Higher Education,Q3,0.25
2346-206X,Turismo y Sociedad,Q4,0.179
0120-7555,Turismo y Sociedad,Q4,0.179
0867-5856,Turyzm/Tourism,Q3,0.216
2080-6922,Turyzm/Tourism,Q3,0.216
1759-0418,Twist,Q4,0.1
2659-3270,UCJC Business and Society Review,Q4,0.132
1561-4980,Ukrainian Geographical Journal,Q2,0.244
2291-6822,Uncertain Supply Chain Management (discontinued),-,
2291-6830,Uncertain Supply Chain Management (discontinued),-,
0957-1787,Utilities Policy,Q1,0.997
2059-5905,VINE Journal of Information and Knowledge Management Systems,Q1,0.729
2059-5891,VINE Journal of Information and Knowledge Management Systems,Q1,0.729
2036-2404,Valori e Valutazioni,Q2,0.28
1464-5343,Venture Capital,Q2,0.843
1369-1066,Venture Capital,Q2,0.843
2541-9099,Vestnik MGIMO-Universiteta,Q1,0.225
2071-8160,Vestnik MGIMO-Universiteta,Q1,0.225
2395-3799,Vikalpa,Q4,0.212
0256-0909,Vikalpa,Q4,0.212
2657-4047,Virtual Economics,Q1,1.618
0972-2629,Vision,Q3,0.393
2249-5304,Vision,Q3,0.393
1064-5578,Visitor Studies,Q1,0.571
1934-7715,Visitor Studies,Q1,0.571
1335-0617,Vlakna a Textil,Q4,0.183
0957-8765,Voluntas,Q1,0.878
1573-7888,Voluntas,Q1,0.878
0042-8736,Voprosy Ekonomiki,Q1,0.326
1109-9526,WSEAS Transactions on Business and Economics,Q4,0.192
2224-2899,WSEAS Transactions on Business and Economics,Q4,0.192
2382-624X,Water Economics and Policy,Q3,0.355
2382-6258,Water Economics and Policy,Q3,0.355
0043-6275,Wirtschaftsdienst,Q3,0.244
1613-978X,Wirtschaftsdienst,Q3,0.244
1745-641X,"Work Organisation, Labour and Globalisation",Q2,0.432
1745-6428,"Work Organisation, Labour and Globalisation",Q2,0.432
0730-8884,Work and Occupations,Q1,2.918
1552-8464,Work and Occupations,Q1,2.918
2054-4650,"Work, Aging and Retirement",Q1,1.248
1469-8722,"Work, Employment and Society",Q1,2.115
0950-0170,"Work, Employment and Society",Q1,2.115
1564-698X,World Bank Economic Review,Q1,2.11
0258-6770,World Bank Economic Review,Q1,2.11
1834-6715,World Customs Journal,Q4,0.132
1834-6707,World Customs Journal,Q4,0.132
0378-5920,World Economy,Q1,0.803
1467-9701,World Economy,Q1,0.803
2042-5961,"World Journal of Entrepreneurship, Management and Sustainable Development",Q1,0.362
2042-597X,"World Journal of Entrepreneurship, Management and Sustainable Development",Q1,0.362
2042-5953,"World Journal of Science, Technology and Sustainable Development",Q2,0.507
2042-5945,"World Journal of Science, Technology and Sustainable Development",Q2,0.507
2333-4509,World Leisure Journal,Q1,0.532
1607-8055,World Leisure Journal,Q1,0.532
1746-0581,"World Review of Entrepreneurship, Management and Sustainable Development",Q4,0.184
1746-0573,"World Review of Entrepreneurship, Management and Sustainable Development",Q4,0.184
2251-3442,World Scientific-Now Publishers Series in Business,-,
1748-8133,World Sustainable Development Outlook,-,0.102
2352-9237,World Tax Journal,Q1,0.762
1878-4917,World Tax Journal,Q1,0.762
1613-2408,World of Mining - Surface and Underground,Q4,0.108
1755-4217,Worldwide Hospitality and Tourism Themes,Q2,0.438
1755-4225,Worldwide Hospitality and Tourism Themes,Q2,0.438
0947-0085,ZWF Zeitschrift fuer Wirtschaftlichen Fabrikbetrieb,Q3,0.271
2511-0896,ZWF Zeitschrift fuer Wirtschaftlichen Fabrikbetrieb,Q3,0.271
1846-7520,Zbornik radova Ekonomskog fakulteta u Rijeci / Proceedings of Rijeka Faculty of Economics,Q4,0.197
1331-8004,Zbornik radova Ekonomskog fakulteta u Rijeci / Proceedings of Rijeka Faculty of Economics,Q4,0.197
0932-4089,Zeitschrift fur Arbeits- und Organisationspsychologie,Q3,0.473
2190-6270,Zeitschrift fur Arbeits- und Organisationspsychologie,Q3,0.473
1619-5515,Zeitschrift fur Evaluation,Q3,0.163
2568-020X,Zeitschrift fur Technikfolgenabschatzung in Theorie und Praxis / Journal for Technology Assessment in Theory and Practice,Q3,0.287
2567-8833,Zeitschrift fur Technikfolgenabschatzung in Theorie und Praxis / Journal for Technology Assessment in Theory and Practice,Q3,0.287
2367-2293,Zeitschrift fur Unternehmensgeschichte,Q3,0.126
0342-2852,Zeitschrift fur Unternehmensgeschichte,Q3,0.126
0044-2585,Zeitschrift fur die gesamte Versicherungswissenschaft,Q4,0.162
1865-9748,Zeitschrift fur die gesamte Versicherungswissenschaft,Q4,0.162
2391-677X,Zeszyty Teoretyczne Rachunkowosci,Q4,0.166
1641-4381,Zeszyty Teoretyczne Rachunkowosci,Q4,0.166
1673-3193,Zhongbei Daxue Xuebao (Ziran Kexue Ban)/Journal of North University of China (Natural Science Edition),Q4,0.138
1941-5842,e-Review of Tourism Research,Q4,0.157
1448-2398,eJournal of Tax Research,Q4,0.153
2196-6826,i-com,Q2,0.376
1618-162X,i-com,Q2,0.376
